insert into places(address_line_one, address_line_two, notes) VALUES ('442 Wrinkleproof Meadow', 'Boulevard, Mt, 41120', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2445 Waterpower Locks', 'Hollansburg, Tx, 64386', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1195 Tmesis Canyn', 'Pierceville, Ut, 92709', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2947 Zootheistic Springs', 'Russell springs, Mn, 71287', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1694 Superfervently Mews', 'Goodland, Ks, 52612', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1579 Nonnebulousness Fwy', 'Saffell, Ap, 69052', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1765 Volcanian Summit', 'Sugar valley, Ar, 31848', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1007 Nolde Track', 'Marydel, Ak, 21275', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1737 Overroll Village', 'Ravenden springs, Il, 47021', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2535 Bandana Union', 'Charleroi, Wa, 80360', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1386 Eserin St', 'Gilliam, Ct, 13676', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2403 Metalined Mssn', 'Maury city, As, 71244', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1732 Bioscientist Islands', 'Boones mill, Al, 41740', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2064 Blacktopped Meadows', 'Cornettsville, Sd, 23820', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2412 Aeroplankton Ovl', 'Haw river, Me, 11369', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('872 Acropolitan Sumitt', 'Dm afb, Gu, 63411', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1000 Vigilation Jctn', 'Verdigre, Ak, 39831', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1594 Npt Cent', 'Quaker street, Ne, 84497', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('36 Contrabassoon Way', 'Potts camp, Pw, 29311', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('808 Twice-marketed Trafficway', 'Barwick, Pw, 39317', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('940 Priedieux Lodge', 'Upper sandusky, De, 51433', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1186 Odalisks Missn', 'Corea, Me, 79163', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1402 Testudinated Pkway', 'Table grove, Pw, 47572', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1837 Bennington Blvd', 'Mingoville, Tn, 77950', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1239 Superintensely Pike', 'Donnybrook, , 75968', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2715 Downey Sqrs', 'Holland patent, Tx, 57079', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('295 Vetted Boulevard ', 'Heflin, Ok, 99111', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2659 Ailanthic Wall', 'Claysville, Wi, 89007', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1186 Half-ripe Cpe', 'Nevada, Nv, 35461', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('867 Sarcodictyum Flts', 'Narrowsburg, De, 93422', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('313 Faultier Strm', 'Neosho rapids, Vi, 60872', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1857 Attune Hl', 'Attleboro falls, Hi, 12516', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('191 Impressments Pkwys', 'Saguache, Fm, 88461', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1897 Polytoky Mall', 'Cape neddick, Tx, 95114', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('708 Chickasha Mtn', 'Swanton, Pr, 30441', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1399 Reintrenched Turnpk', 'Pickering, Id, 51427', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2421 Eighteenmos Overpass', 'Refugio, Ga, 88155', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1820 Toastee Ville', 'Red rock, Md, 61298', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1077 Exequy Strm', 'Wright city, Vt, 34766', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('42 Noncandescently Dm ', 'Knightsen, Ky, 77490', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1318 Mythically Forge', 'The sea ranch, Ct, 84196', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('561 Wind-cutter Est', 'Whitethorn, Wv, 71234', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1727 Eviting Forges', 'Beardsley, Hi, 75934', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2228 West-faced Tunl', 'New bloomington, Az, 42139', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('443 Structuralist Str', 'Monteview, Tn, 12530', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1954 Quasi-courteous Avn', 'Saint peters, Wa, 81461', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1863 Trammeller Avenu', 'Dover, Nd, 65077', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('276 Panders Bend', 'Great neck, Co, 28176', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('80 Baker-knee Trks', 'East parsonsfield, Vi, 47060', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2785 Larvariums Prr', 'Swift, Ks, 24636', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1219 Unapprehendingness Harbor', 'Kaukauna, Mp, 16876', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1793 Ungotten Anex', 'Bonifay, As, 46542', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1705 Demyship Centre', 'Sweetser, Ok, 63390', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1022 Stoond Trls', 'West nyack, Ny, 12684', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('406 Dormitorys Cmp', 'Sabine pass, Ne, 57993', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('650 Finger-end Bottom', 'Marmarth, Mi, 72233', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1104 Florimania Cliff', 'Bishopville, Nj, 56632', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2539 Notidanid Fry', 'Lamar, Ap, 21167', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('593 Inductance Jctn', 'Catarina, Wa, 55252', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('297 Corinthus Circles', 'Hersey, Nd, 49592', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2162 Giono Mountin', 'Glidden, Ri, 89841', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('933 Pappiferous Causeway', 'Saint helen, Fm, 51824', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2325 Parred Land', 'James city, Hi, 16732', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('133 Pimperlimpimp Bluffs ', 'Cincinnati, Ri, 17313', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2643 Emeigh Landing', 'Felt, , 88687', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('321 Urbanises Drv', 'Arizona city, Co, 55985', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('331 Implacably Trailer', 'Foothill ranch, Ap, 55747', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('179 Nonattributiveness Flds', 'Rumford, Ia, 38380', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1341 Gonnardite Bypa', 'Crook, De, 16910', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2507 Brazoria Rpds', 'Endwell, Al, 50885', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1984 Windhoek Cape', 'Fairforest, De, 38315', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('431 Shortzy Mnr', 'Boelus, Ms, 73112', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1343 Meatier Grn', 'Center city, Ny, 82696', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2605 Precursal Pkwys', 'Eagles mere, Ky, 84514', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('524 Incondensibility Grn', 'Gomer, Tn, 23350', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1125 Poduridae Fort', 'Amigo, Ae, 84454', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('908 Fucaceae Courts', 'Matador, Nh, 99212', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('179 Apexed Plaza', 'Bradenton, Oh, 17661', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('227 Pseudochrysalis Run', 'Nova, Oh, 59206', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2877 Tympanostapedial Shls', 'Rock view, Ks, 93055', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2188 Arsmetrik Avenu', 'Cowiche, Ks, 18155', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2273 Postmedieval Exp', 'Atascadero, Oh, 28877', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2549 Bacteriologies Sqre', 'Hopkins park, Pr, 53344', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('327 Non-performance Fords', 'Barnegat light, Mp, 44231', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1037 Hfdf Loaf', 'Elmore, In, 21108', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2268 Dieciously Court', 'Tannersville, Mo, 42774', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2177 Decivilization Centre', 'Argyle, La, 81678', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('527 Caracolling Tunl', 'Pollocksville, Pw, 70296', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('442 Outbloomed Brnch', 'Bakersfield, Sc, 20013', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('307 Foreseason Centers ', 'Coltons point, Ks, 85820', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('687 Octobrachiate Canyon', 'Reisterstown, Gu, 83380', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1354 Superenthusiasm Club', 'Paso robles, Mh, 31246', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('40 Miracidia Trailer', 'Timberon, Co, 30284', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1390 Unconquerable Light', 'Lone mountain, Or, 33442', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2267 Febris Rivr', 'North hatfield, Mi, 27614', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2534 Geodaesia Frg', 'Goldsmith, Fl, 60486', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('756 Podalgia Junctions', 'Jewell ridge, Ct, 51140', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2797 Misintend Junction', 'Limeport, Ma, 52335', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1567 Pretestifying Un', 'Maple heights, Or, 12082', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1341 Belili Crossroads', 'Flagstaff, Or, 42692', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('952 Tartuffes Centre', 'Bittinger, Nm, 53786', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('507 Skeeing Arc ', 'Atoka, Nv, 58560', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('629 Despatchers Station', 'Brentford, Mp, 85256', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2233 Good-for Ovl', 'Wiggins, Va, 13376', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('679 Aroint Harbr', 'Saylorsburg, Nh, 34827', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2339 Spunklessly Crescent', 'Prairie home, Nj, 92600', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2682 Timetables Strt', 'Statenville, Mi, 43895', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('740 Eassel Lane', 'Joiner, Va, 13541', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('35 Emotivity Ft', 'Reed point, Pa, 98399', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('104 Deputations Station', 'Weinert, Ut, 98887', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('803 Nonrenouncing Mnrs', 'Coushatta, Gu, 84768', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2354 Gelatinify Annx', 'Rio hondo, Wv, 21910', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2760 Shirts Ovl', 'Woronoco, Ak, 45754', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1076 Contumacies Pines', 'Happy jack, , 62027', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('442 Supero-occipital Valley', 'Keokuk, , 14392', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('994 Noncommitment Sq', 'South canaan, Ap, 88361', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2899 Kathartic Gardn', 'Madeline, Oh, 94582', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('966 Plumiera Frway', 'Amargosa valley, In, 53469', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1147 Vulcanisation Villag', 'Darragh, , 75368', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2867 Mickeys Curve ', 'Bay center, Vt, 43515', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2126 Celebrity Cliff', 'Planada, Wi, 23733', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1781 Boarder-up Trlr', 'Mountain pine, Tn, 45993', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1082 Dripple Rdge', 'Bardolph, , 86521', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('663 Beadswoman Burgs', 'Coyote springs, Mn, 34366', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1179 Greco-iberian Camp', 'Schell city, In, 42883', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2898 Neurohormone Ests', 'De leon, Pa, 10483', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1848 Remedilessness Clb', 'Hoven, Me, 77197', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2508 Biologistic Parkwy', 'Bradshaw, Me, 17868', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('533 Cableways Trail', 'Levelock, Ar, 19698', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('41 East-end Btm', 'Taopi, Me, 16424', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1862 Unstatistic Fall', 'Colwell, Oh, 91841', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('136 Gyms Row', 'Cranberry twp, Md, 71531', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1705 Wax-covered Gtway', 'Howes cave, Ae, 40791', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2010 Chort Throughway', 'Armona, Fm, 62606', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('774 Nontraversable Fld', 'Paskenta, Ae, 83451', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1229 Definiens Vally', 'Casstown, Nh, 77846', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2217 Reminder Prk', 'Silver lake, Mi, 11170', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2948 Chronicon Freeway', 'Mize, Id, 59754', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1792 Post-town Via', 'Olga, Nm, 62757', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('874 Nonsacredness Points', 'Selden, Gu, 40596', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('951 Spermaphyte Highwy', 'Belhaven, Nj, 70128', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1917 Fatsos Lock', 'Hull, , 41966', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2128 Branchiomeric Stra', 'Bates city, Pr, 21818', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1588 Pogue Circ', 'West townsend, De, 93279', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1193 Rightship Lndg', 'Payneville, Sd, 87048', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2182 Chlorochromic Crescent', 'Old forge, Nd, 62485', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('514 Genarch Mount', 'Eure, Ct, 41513', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('168 Ataghan Btm', 'Langtry, Mo, 32133', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1988 Quasi-genteel Inlt', 'Mc clellanville, Me, 42502', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('112 Terzo Inlt', 'Vining, Wv, 96579', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('639 Toised Bypa', 'Allen junction, Ct, 14008', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1629 Tumatakuru Paths', 'Baskett, Mh, 92977', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1202 Secundate Orchard', 'Harviell, Nd, 95732', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1162 Goralog Rest', 'Lothair, Mi, 51278', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('748 Unhappen Ramp', 'Sunray, Mp, 60935', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1349 Engrains Lks', 'Daufuskie island, Mo, 89813', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1309 Muhlenbergia Rd', 'Amelia court house, Vt, 98727', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1467 Nitrobacteria Boul', 'Larchmont, Va, 48551', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1580 Assisi Exp', 'Chillicothe, , 99416', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1621 Gan Harbr', 'Becker, Wa, 70097', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('533 Outbirth Meadow', 'Winter beach, Nc, 50504', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2248 Hormigueros Spur', 'Roaring river, Ar, 75352', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1960 Lbj Crssng ', 'Rio hondo, Vi, 31812', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1719 Proparliamental Bnd', 'Stickney, Oh, 77014', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1585 Dissipate Wells', 'Opolis, Mp, 93345', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2647 Hexapartite Frwy', 'Drummonds, Ne, 79699', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1422 Littoria Extn', 'Matherville, Wa, 47374', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('864 Pigouts Harbr', 'Naper, Oh, 54304', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1252 Noninterdependent Junction', 'Mekoryuk, Ny, 12983', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('212 Oxfords Flat', 'Boca grande, Mo, 88511', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2584 Scirrhous Views', 'Plano, Id, 31766', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1319 Enstatitic Dm ', 'Elk grove village, Ks, 91584', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('790 Arrayals Anx', 'Melvern, Vt, 77272', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2239 Sanctimony Frg', 'Pelkie, Co, 99005', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2467 Quinogen Villag', 'Lockesburg, , 36566', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2919 Overdyer Mountin', 'Bluff city, Ma, 93703', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('386 Paxes Lodge', 'Mountain city, Ae, 57963', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('897 Unsubjugated Holw', 'Etowah, Mi, 18145', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1064 Unprocrastinated Forks', 'Garwin, La, 97838', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('857 Tramper Crcl', 'Anadarko, Vt, 22764', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('70 Capotastos Pln', 'Coopers plains, Ak, 39395', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1597 Glossiness Jctns', 'Glenford, Mo, 76503', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2412 Macing Drives', 'Cadillac, Pa, 48140', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1923 Placitas Grden', 'Eight mile, In, 31777', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2093 Retrotransfer Camp', 'Wideman, , 98327', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2732 Feathers Bluf', 'Jordanville, Mt, 14564', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('988 Archsnob Mntn', 'Jenison, Ga, 79993', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2715 Bayous Tunnels', 'Hunt, Ap, 29933', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1350 Embellishments Shore', 'Mississippi state, Ne, 44204', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('90 Moresques Hwy', 'Gadsden, Nh, 39754', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('310 Steamboat Turnpike', 'Amagon, Ap, 88998', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('246 Evangelican Knl', 'Valles mines, Sd, 81058', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('915 Split-oak Glen', 'Thurmond, Co, 94650', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1352 Annelides Lndg', 'Mayetta, Nd, 13995', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2167 Moorworts Bluff', 'Bellport, Mo, 77462', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2614 Bulten Freeway', 'Birchrunville, Wi, 91155', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1081 Matchboard Driv', 'Salinas, , 50985', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('210 Circumvallated Rpd', 'Dema, Il, 68754', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1788 Colonic Corners', 'Evans city, In, 69857', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1903 Roots Road', 'Farmington, Or, 48287', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('142 Interchurch Ter', 'Chaseley, Hi, 35958', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1218 Piperylene Vly', 'Tallevast, , 28778', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1351 Skulduggery Shoars', 'Burnham, Sc, 88049', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('754 Covin Gatewy', 'Spruce, Ri, 18063', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('501 Cassinette Circl', 'Pawling, In, 95730', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1312 Willamette Locks', 'Heathsville, Mi, 76090', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('510 Taswell Crossroad', 'Chapmansboro, Mp, 25920', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1433 Ounding Anx', 'Elkridge, Tn, 33346', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2699 Citation Hway', 'Peggy, Ca, 92080', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('527 Palmati- Key', 'Gila bend, Mp, 35606', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1952 Braking Cor', 'Thetford, Wa, 30047', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2407 Transreal Tunnl', 'Cambridge springs, Ak, 57385', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1073 Rattier Park', 'Cedar valley, Gu, 99399', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('714 Firedrake Trail', 'Rifton, Mp, 16133', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1392 Nocuously Avenu', 'Cohasset, Vi, 97963', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2226 Cortisol Sq', 'Rich square, Ms, 89184', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1914 Deplores Rue', 'Broadview, De, 11167', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1762 Farthermost Ldge', 'Bluff city, Ok, 71511', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1380 Feasances Square', 'Jim thorpe, Nh, 44973', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('283 Carnot Vdct', 'Arbovale, Nj, 16895', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('161 Uncased Gatway', 'Frontenac, Ga, 90336', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('368 Superseptal Summit', 'Sabine, La, 41657', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('42 Quiescently Club', 'Carrier, Ap, 36990', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2252 Nonisoelastic Fort', 'Bob white, Nh, 40640', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1272 Aldose Paths', 'York beach, Nc, 61426', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1756 Euthanasias Centers ', 'Lake providence, In, 53501', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2619 Neleus Cnyn', 'Jerusalem, Md, 75427', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('116 Agriculturists Cnyn', 'Covina, Nj, 85407', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2686 Immolator Frd', 'Waller, Tn, 21994', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1878 Archangelical Expr', 'Hammondsville, Az, 65667', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('315 Islandologist Wall', 'Clementon, Hi, 42813', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2474 Manichean Mntain', 'Sheppton, Nc, 34393', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2928 Porteacid Tunl', 'Waseca, Tn, 94842', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1822 Retreatful Islnds', 'North grosvenordale, Md, 99974', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1087 Gigabyte Vsta', 'Mesena, Sc, 55074', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2507 Tengere Bypa', 'Bainville, Fl, 65784', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2349 Postcards Loops', 'East granby, Nc, 89646', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2301 Corkages ', 'Hoven, Tx, 82463', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('30 Spirts Ky', 'Bickmore, Wa, 92730', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1070 Leuce Avenu', 'Ola, Sc, 98224', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('189 Colleter Holws', 'Free union, Nh, 42522', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1659 Missish Bayoo', 'Bloomingdale, Ct, 76826', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1194 Hieratica Stravn', 'De land, Wi, 15054', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2667 Reincur Frks', 'Frankton, Pw, 79285', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2835 Nonspheral Clfs', 'Katonah, Ga, 38259', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('393 Quasi-distant Harbor', 'Lowder, Tn, 70986', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1421 Drie Jctns', 'Burghill, Nh, 19824', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('257 Kiddo Spng', 'Meadow bridge, Gu, 40534', '');
