insert into places(address_line_one, address_line_two, notes) VALUES ('655 Messengership Locks', 'Wanchese, Al, 66005', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('957 Vestigal Springs', 'Kilmichael, Ne, 74684', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1951 Boswall Lndg', 'Pocopson, Nm, 23958', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2977 Philhellenist Sumit', 'North vassalboro, Wi, 76558', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2699 Plurality Pkway', 'Richview, Ne, 32323', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1803 Marlings Squ', 'Weatherly, Mo, 36226', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2733 Kallista Hollows', 'Goodell, Mp, 75109', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2367 Sollya Vlys', 'Fort loramie, Ca, 91292', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1739 Supramastoid Pines', 'New lexington, Mn, 41308', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('386 Actionless Loaf', 'Fowlstown, Mp, 88241', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('391 Worse-calculated Crse', 'Merriman, Tn, 10106', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('862 Hypergeusia Motorway', 'Colden, Mo, 49740', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2299 Alehoof Highway', 'Morning sun, Fm, 94002', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('998 Chocolates Driv', 'Oquawka, Wa, 74006', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2500 Yanolite Landing', 'Kobuk, Ia, 28281', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1962 Martyrologistic Prk', 'Cromwell, Fl, 78704', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1129 Ideomania Isles', 'Ponca, Ms, 38990', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2282 Carotinaemia Falls', 'West ridge, Ny, 78365', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('709 Spumification Annx', 'Carmichaels, Ak, 23684', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1673 Areoles Hts', 'Molalla, Ok, 82515', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('536 Ill-bested Lane', 'Randolph center, Ks, 83248', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('209 Denazify Ln', 'North fairfield, Tx, 40590', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('979 Axopodia Sumitt', 'Tortilla flat, Ri, 77860', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('441 Cacomixle Bend', 'Hima, Dc, 52460', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('356 Ethel Ways', 'Garfield, Ne, 16762', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1247 Actoridae Springs', 'Westhoff, Ia, 72699', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2742 Prefinish Jction', 'East tawas, Pa, 80101', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('85 Dysacousis Villg', 'Thompson ridge, Nd, 11395', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2289 Semicone Gtwy', 'Grand coulee, Ut, 26487', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1063 Havocked Exts', 'Prentiss, Ae, 14051', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1683 Hypothesized Cswy', 'Edgarton, Nc, 24850', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('922 Kilooersted Gatway', 'New sweden, Ut, 45817', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2861 Inanes Hrbor', 'Waller, Mn, 29346', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('957 Cistophorus Turnpk', 'Park valley, Nd, 19624', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1495 South-southwesterly Strm', 'Scandinavia, Ut, 56980', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1507 Kiver Pass', 'Schurz, Ak, 18139', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1294 Gymnadenia Knolls', 'Nassawadox, Sc, 77203', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('691 Overgratitude Sprngs', 'Rolfe, Il, 52908', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1516 Cotonou Frg', 'Graford, De, 34214', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2909 Latticework Shrs', 'Lake cormorant, Nv, 64530', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2939 Puller-in Viaduct', 'Menominee, Ma, 99402', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1696 Ill-seasoned Ferry', 'Calpine, Tn, 25024', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('19 Worset Holws', 'Cozad, Md, 98518', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2975 Oxalis Missn', 'Lesage, , 94993', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('580 Unkindled Aly', 'Providence forge, Nc, 19935', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1709 Dunst Villiage', 'Boscobel, Tx, 89621', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2892 Mekometer Br', 'Nokomis, Wa, 68795', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2190 Hybrises Strm', 'Brownville, Ri, 18353', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2986 Diacodion Trace', 'Mojave, Ia, 48907', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1179 Responsion Fords', 'Tybee island, Co, 15170', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('4 Behinds Parkways', 'Gardendale, Mi, 55142', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2560 Jonel Pass', 'New effington, De, 16519', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2215 Yclept Village', 'Bayard, Ny, 15183', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1820 Hirondelle Pln', 'Coeymans hollow, Vi, 41259', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('239 Cosmologic Parkway', 'Pompton plains, Ga, 13087', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('716 Goofiness Mtin', 'New galilee, Fl, 23985', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('715 Nonindigenous Trlr', 'Goleta, Ma, 71878', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1517 Kleinstein Groves', 'Stowe, Ga, 88750', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('516 Occasionalistic Str', 'Scammon, Nv, 42184', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2548 Nonmelodically Fort', 'Mary alice, Ny, 58058', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2765 Cytochemistry Tunnels', 'Stump creek, Il, 63947', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1436 Newsdealers Pnes', 'Benham, Hi, 86197', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('147 Undisputable Vl', 'Prairie creek, Pa, 50348', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2294 Pythonical Ridge', 'Wiota, Wi, 23966', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('901 Ungesticulating Crescent', 'Central falls, Mt, 24701', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1873 Supertrain Crcle', 'Ravine, Vi, 48788', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1774 Spraddles Cntr', 'Choudrant, Ut, 48570', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2544 Stiped Rvr', 'Elbe, Wa, 88300', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('84 Dismals Parkways', 'Hellertown, Ut, 48776', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1216 Young-old Arcade ', 'Snow lake, Nh, 16873', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('733 Hagrider Mnrs', 'Spangler, Ky, 16204', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('318 Nutsedges Centre', 'Black oak, Nv, 93788', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1820 Tupelo Inlt', 'Nashotah, Ak, 90523', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1732 Nonexpeditiousness Track', 'Millbrae, Nc, 43875', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('931 Micropsy Avenue', 'Olden, Md, 19478', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1480 Underadventurer Ldg', 'Farmington falls, Wy, 60631', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2422 Steatornithes Pines', 'Pettibone, Ri, 58346', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2599 Eight-spot Forests', 'Armada, Nd, 59269', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1672 Undivinelike Route', 'Amherstdale, Wa, 71520', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1261 Royena Oval', 'Vashon, Va, 93788', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2407 Upholsterers Pkwys', 'Lenexa, Sd, 77521', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1060 Vellicated Overpass', 'Betsy layne, Pw, 39237', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('398 Aesthetical Hiwy', 'District heights, De, 94646', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('972 Dissertational Shores', 'Ordinary, Ga, 21431', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('145 Cadet Junctn', 'Glenside, Sd, 33114', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1962 Fettles Rpds', 'Dorris, De, 78594', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('679 Abenteric Trace', 'Barto, Nj, 66383', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2525 Xever Prr', 'Knightsen, Nc, 50630', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2851 Jetter Brnch', 'Cheyney, Ms, 26061', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1498 Outwits Trlrs', 'Elk mound, Wv, 32053', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1885 Mousetrap Fld', 'Omro, Fl, 26408', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1570 Emergencys Mill', 'Fairlee, Wy, 40645', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('315 Pally Bayou', 'Osborne, Mi, 66458', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1739 Civvies Ports', 'Greeley, De, 76487', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1186 Coadmires Express', 'Waxahachie, Ga, 32872', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('674 Multiphaser Fort', 'Buckner, Nc, 52602', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('839 Jacales Flat', 'Friars point, Nh, 97698', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('333 Footstool Pnes', 'Kensett, Ia, 23920', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2202 Alectryon Tunnels', 'Edmeston, , 51724', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2265 Jibuti Via', 'Grimes, Id, 76672', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('371 Tercine Pky', 'Paoli, Ms, 38773', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2358 Mdlles Prts', 'Ellamore, Sc, 37351', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('321 Semiworks Dl ', 'Rumford, Az, 83107', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2486 Untypical Dvd', 'Bunker, Mh, 14846', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2886 Schmaltzier Plains', 'Centerport, Ms, 50983', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1304 Wild-aimed Dr', 'Pesotum, Nv, 50584', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('333 Cordey Walks', 'Valley, In, 83480', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2405 Mitsvah Knls', 'Point pleasant beach, Or, 34643', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1482 Heroizing Stn', 'Bishop, Pw, 69477', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1424 Residuous Flts', 'Mossyrock, Wy, 97892', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2304 Sophora Hl', 'Grand forks, Nd, 57145', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1000 Neeger Key', 'Fdic, Ny, 72158', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2766 Subsquadron Forests', 'Sherrill, Oh, 13445', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('240 Gallard Crcle', 'Shreve, Ma, 25546', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2372 Scopperil Causwa', 'Anton chico, Sd, 84154', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('358 Quirkiness Radl', 'Stirling, Ks, 22844', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1909 Criniere Harbr', 'Santa clarita, Nc, 43360', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('609 Rosicrucian Centre', 'Lyburn, Ia, 25616', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('104 Cytotropic Ally', 'Orinda, In, 67002', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('517 Monophyleticism Knol', 'Houma, Hi, 55451', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('14 Yokoyama Bridge', 'Roans prairie, Ut, 47301', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2860 Uplane Trailer', 'New ross, Mo, 72460', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('849 Ula Hllw', 'Humble, Wa, 11521', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2617 Euploidy Bluff', 'Catonsville, Fl, 27586', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2737 Frutescent Hiwy', 'Grass range, Mi, 38303', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('604 Regrooved Strvn', 'Evington, Mn, 60828', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('892 Desilicating Wells', 'Springfield center, Nv, 12308', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('212 Saoshyant Hllw', 'Goree, Nv, 99659', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2649 Impawns Ridges', 'Long creek, Ma, 29032', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1135 Sourberry Rdge', 'Siler, Il, 65858', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1417 Attempters Grove', 'Beaverdale, Ks, 78235', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1198 Perceptibleness Greens', 'Galax, Pr, 48459', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1934 Shradd Ave', 'Donalsonville, Ap, 86700', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('18 Disgallant Drive', 'Firestone, Mp, 64852', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('984 Walnut-shell Ville', 'Porthill, Ut, 82376', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2147 Lepero Sqr', 'Red lake falls, Mi, 80124', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('783 Thin-lippedly Crossing ', 'Cape charles, Ak, 72045', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2627 Underwrites Beach', 'Los altos, In, 99490', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2449 Dave Plza', 'Nova, Ca, 83816', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('918 Contra-remonstrant Crescent', 'Bridgehampton, Ak, 18955', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2639 Humidifier Divide', 'Haigler, Id, 32181', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('467 Eoe Curve ', 'Grand forks, Ak, 69989', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2176 Interradium Un', 'Monon, Hi, 67335', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2269 Furcellaria Trafficway', 'Auburn university, Pa, 56144', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2221 Anticathexis Hwy', 'Great falls, Wa, 37029', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('384 Recurvaria Mntn', 'Percy, Fl, 37480', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2090 Unstatuesquely Vw', 'Jamesport, Wi, 76001', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2790 Perispome Rds', 'Little valley, Wa, 21263', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('840 Rapiered Trailer', 'Ellenburg center, Or, 21711', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1414 Mail-cheeked Hiway', 'Olmito, Fl, 54382', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1030 Athogen Rpd', 'Merino, Or, 63713', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2871 Farmyards Cliffs', 'Depue, Ca, 26024', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2845 Far-point Expy', 'Brant lake, La, 97790', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('790 Iridescently Way', 'Pickerel, Ne, 79150', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('114 Groupthink Trlrs', 'Lawsonville, Wy, 89060', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1531 Doubleheartedness Mt', 'Nada, Nh, 50092', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2744 Ascertainably Tunnl', 'Pleasant hill, La, 75574', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1080 Xeme Junctions', 'Mcfaddin, Co, 47801', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2880 Misappropriate Crsnt', 'Barnet, Oh, 45293', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1643 Metallized Plns', 'Howard city, Mp, 38275', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('341 Detriments Burg', 'Early, Ct, 56628', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1398 Mixers Grov', 'Festus, Gu, 10434', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2028 Racialists Annx', 'Hansville, Nd, 77899', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('940 Deron Trafficway', 'Ernest, Ak, 79065', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('97 Ene Pkwy', 'Davis wharf, Nh, 30008', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2021 Tribunitial Rdgs', 'Walnut grove, Wi, 87576', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('426 Subintegumental Cpe', 'Conde, Ms, 65011', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('885 Postvocalically Trailer', 'Roebuck, Pw, 58317', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2915 Curriculums Lakes', 'East hampstead, Mn, 88967', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2716 Brooching Dm ', 'Swedesboro, Al, 49967', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('649 Configuring Mt', 'Negley, Ms, 72520', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2230 Supersalesmen Field', 'Abbott, Ga, 14649', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('262 Jabberwockies Pts', 'Meriden, Ny, 67355', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2945 Spacial Skyway', 'Iredell, Ak, 71674', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1110 Wallas Bayou', 'Ilwaco, Ma, 89655', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2233 Nonenvironmentally Ht', 'Delcambre, Sc, 95064', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('930 Certificated Street', 'Stone ridge, Dc, 70644', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2392 Millhall Union', 'Lawson, Pr, 17783', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('604 Moon-blind Turnpk', 'Mcdonough, Gu, 61842', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('967 Nervosities Valley', 'Mesa, Gu, 25396', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2280 Self-credit Bypas', 'Saint joseph, Mo, 21366', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1229 Industrializations Views', 'Locust hill, Ia, 83213', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1212 Skirtings Forests', 'Spring run, Pr, 43553', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1078 Recti- Straven', 'Schaghticoke, Nv, 20338', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('111 Strategies Byps', 'Hurleyville, , 33509', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('844 Footganger Alley', 'Niobrara, Nm, 45576', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2034 Nonviviparously Causwa', 'Dana, Co, 10044', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1914 Chiliadal Rnch', 'Sioux falls, Pa, 39151', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2896 Kinosternidae Rivr', 'Chico, Ia, 70619', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1992 Stoved Spgs', 'Howe, Mt, 97078', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1648 Schlemiels Pr', 'Zeigler, Ky, 64921', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2965 Tabooist Passage', 'Gillett grove, Ga, 24466', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('177 Afterhope Rnchs', 'Hudgins, Mi, 62304', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1642 Nonprimitiveness Frt', 'South rockwood, Az, 58074', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2650 Kleeman Views', 'Benezett, Ok, 57677', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('932 Nov Underpass', 'West henrietta, Ut, 21774', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2527 Pullicate Strvnue', 'Lugoff, Ky, 37900', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('546 Stump-footed Union', 'Raeford, Wa, 77478', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('332 Discoursiveness Grdns', 'Minot afb, Mo, 26384', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('841 Molests Freewy', 'Dillon beach, Ak, 35783', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2398 Refloods Boulevard ', 'Alief, Sd, 21956', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1790 Condolence Wy', 'Wallaceton, Fm, 71836', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2251 Syl Pky', 'Chico, Ny, 37989', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('527 Panging Sta', 'Idamay, Co, 43320', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1700 Hilarius Points', 'Christchurch, Ae, 65246', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2263 Cross-hatcher Brg', 'Mount calm, , 48864', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2485 Qs Hl', 'Beckville, Pr, 61011', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1628 Racinglike Port', 'Glen flora, Pw, 62288', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2689 Ungorgeous Stra', 'Neptune, Wa, 37015', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1151 Ucalegon Shore', 'Banner elk, , 56413', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2995 Cacophonist Freeway', 'O neals, Mp, 92228', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('860 Suffocating Rst', 'Columbiana, Mt, 40010', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2037 Piment Overpass', 'Cantonment, Ok, 21736', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('408 Speechifier Drv', 'Illinois city, Mi, 75940', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2563 Ribbony Rivr', 'Orion, As, 47146', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2127 Shake-bag Orchard', 'Bb, Sc, 16729', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('218 Subrotundly Points', 'Lee center, Mn, 21702', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2912 Trachelodynia Anex', 'North greece, Vt, 68012', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1802 Ruthlessnesses Clb', 'Stark, Gu, 71801', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2623 Spouts Tracks', 'Edgefield, , 39716', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1585 Bashers Strm', 'Fordville, Ri, 56876', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1260 Thermic Bot', 'Hawi, Mt, 74461', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1993 Antapoplectic Cnyn', 'Great valley, Ak, 36626', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('95 Wasp-waistedness Wy', 'Avery island, Ia, 63026', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('177 Rage-transported Terr', 'Ponce, Me, 98308', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('226 Armpits Crsent', 'Cannon, De, 18106', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('479 Subtepidly Club', 'Midway, Mi, 38598', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1150 L-line Parkways', 'Tracy city, Ks, 59984', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('592 Tomelet Blf', 'Gillett, Wa, 47237', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('737 Self-union Frd', 'Wilsey, Ri, 73257', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2472 Chondrosamine Hls', 'Canyon city, Ny, 51341', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('705 Amphi- Underpass', 'Deersville, Ga, 31071', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1001 Gaussmeter Vlly', 'Mustang, Ne, 67942', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2838 Reenlarged Br', 'El segundo, Mp, 15880', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2660 Overtrimmed Bot', 'Seminary, Vi, 32610', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1203 Sawlog Radl', 'Sibley, Gu, 67313', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2211 Puerperal Iss', 'Grenola, Id, 48500', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2925 Panomphean Plns', 'Eben junction, In, 67503', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1535 Antifelon Anx', 'Tutwiler, La, 33361', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2930 Subranges Canyn', 'Chalfont, Or, 51533', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('238 Sorrows Rd', 'Jetson, As, 17706', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2128 Woodlyn Mountains', 'Glyndon, La, 47789', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2396 Glen Fork', 'Pindall, Or, 22833', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1763 Deliberative Radial', 'Fordsville, Ne, 80151', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('766 Concubine Anex', 'Winstonville, In, 94276', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('922 Ecbasis Terr', 'Wallops island, Co, 95457', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1606 Rewarmed Shr', 'Fort eustis, Tn, 95744', '');
